timestamp,event_type,ip_address,user_agent,referrer,page,filename,file_type,result_type,confidence
2025-07-02T22:32:26.700209,page_visit,172.31.128.87,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.107 Mobile/15E148 Safari/604.1",,home,,,,
2025-07-02T22:44:10.872586,page_visit,172.31.128.32,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/__replco/workspace_iframe.html?initialPath=%2F&id=%3Ar1at%3A,home,,,,
2025-07-02T22:44:11.054430,page_visit,172.31.128.32,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/__replco/workspace_iframe.html?initialPath=%2F&id=%3Ar1b9%3A,home,,,,
2025-07-02T22:44:15.553995,page_visit,172.31.128.32,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.107 Mobile/15E148 Safari/604.1",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/,home,,,,
2025-07-02T22:44:19.624418,page_visit,172.31.128.32,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,home,,,,
2025-07-02T22:46:00.831759,analysis_completed,172.31.128.32,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.107 Mobile/15E148 Safari/604.1",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/,,IMG_2941.png,image,almost_certainly_human,0.14823201957088813
2025-07-02T22:46:16.011889,analysis_completed,172.31.128.32,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/,,IMG_8154.jpeg,image,likely_human,0.44205669404406633
2025-07-02T22:46:23.667208,page_visit,172.31.128.32,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/__replco/workspace_iframe.html?initialPath=%2F&id=%3Ar1cb%3A,home,,,,
2025-07-02T22:46:23.890640,page_visit,172.31.128.32,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/__replco/workspace_iframe.html?initialPath=%2F&id=%3Ar1cf%3A,home,,,,
2025-07-03T00:43:07.326969,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/__replco/workspace_iframe.html?initialPath=%2F&id=%3Ar1hl%3A,home,,,,
2025-07-03T00:43:07.437838,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/__replco/workspace_iframe.html?initialPath=%2F&id=%3Ar1h9%3A,home,,,,
2025-07-03T01:00:20.319425,analysis_completed,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/,,WhatsApp Image 2025-07-02 at 06.31.03.jpeg,image,likely_ai,0.9999170358059928
2025-07-03T01:00:28.454623,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://replit.com/,home,,,,
2025-07-03T01:01:54.085411,page_visit,172.31.128.102,"Mozilla/5.0 (iPad; CPU OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22F76 Instagram 378.2.0.37.76 (iPad13,4; iPadOS 18_5; en_US; en; scale=2.00; 750x1334; 729008693; IABMV/1)",https://l.instagram.com/,home,,,,
2025-07-03T01:22:00.707705,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/__replco/workspace_iframe.html?initialPath=%2F&id=%3Ar66%3A,home,,,,
2025-07-03T01:22:00.986098,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/__replco/workspace_iframe.html?initialPath=%2F&id=%3Ar5q%3A,home,,,,
2025-07-03T01:22:47.673132,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/__replco/workspace_iframe.html?initialPath=%2F&id=%3Aro8%3A,home,,,,
2025-07-03T01:22:47.781113,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/__replco/workspace_iframe.html?initialPath=%2F&id=%3Arok%3A,home,,,,
2025-07-03T01:23:38.093818,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://replit.com/,home,,,,
2025-07-03T01:23:43.439619,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",,home,,,,
2025-07-03T01:24:18.291165,analysis_completed,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/,,direct_text_input,text,almost_certainly_human,0.0009548796547783746
2025-07-03T01:55:44.388014,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/__replco/workspace_iframe.html?initialPath=%2F&id=%3Arok%3A,home,,,,
2025-07-03T01:55:50.067943,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://replit.com/,home,,,,
2025-07-03T02:01:46.546312,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/__replco/workspace_iframe.html?initialPath=%2F&id=%3Ar15l%3A,home,,,,
2025-07-03T02:01:46.650869,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/__replco/workspace_iframe.html?initialPath=%2F&id=%3Ar159%3A,home,,,,
2025-07-03T02:04:46.535278,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://replit.com/,home,,,,
2025-07-03T02:25:25.034770,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/__replco/workspace_iframe.html?initialPath=%2F&id=%3Ar15l%3A,home,,,,
2025-07-03T02:25:27.209650,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://replit.com/,home,,,,
2025-07-03T02:26:22.669932,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/__replco/workspace_iframe.html?initialPath=%2F&id=%3Ar5u%3A,home,,,,
2025-07-03T02:26:22.750281,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/__replco/workspace_iframe.html?initialPath=%2F&id=%3Ar5i%3A,home,,,,
2025-07-03T02:27:07.181202,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/__replco/workspace_iframe.html?initialPath=%2F&id=%3Arn9%3A,home,,,,
2025-07-03T02:27:07.260932,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/__replco/workspace_iframe.html?initialPath=%2F&id=%3Arnd%3A,home,,,,
2025-07-03T02:28:55.361727,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/__replco/workspace_iframe.html?initialPath=%2F&id=%3Ars1%3A,home,,,,
2025-07-03T02:28:55.609794,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://88202e86-1112-4eb8-8db4-57aeb2268c44-00-21gdf9p048c5i.spock.replit.dev/__replco/workspace_iframe.html?initialPath=%2F&id=%3Arrl%3A,home,,,,
2025-07-03T02:29:10.983675,page_visit,172.31.128.102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",https://replit.com/,home,,,,
